,coef,std err,t,P>|t|,[0.025,0.975]
const,-0.0498,0.059,-0.851,0.396,-0.165,0.065
mkt-rf,1.001,0.01,104.664,0.0,0.982,1.02
FX Factor,0.0016,0.002,0.847,0.398,-0.002,0.005
