,coef,std err,t,P>|t|,[0.025,0.975]
const,-0.3463,0.227,-1.523,0.129,-0.794,0.102
mkt-rf,1.0455,0.054,19.333,0.0,0.939,1.152
FX Factor,0.0125,0.008,1.493,0.137,-0.004,0.029
