,coef,std err,t,P>|t|,[0.025,0.975]
const,-0.158,0.127,-1.248,0.213,-0.408,0.091
mkt-rf,1.0326,0.03,34.273,0.0,0.973,1.092
FX Factor,0.0058,0.005,1.246,0.214,-0.003,0.015
