,coef,std err,t,P>|t|,[0.025,0.975]
const,0.076,0.118,0.644,0.52,-0.157,0.309
mkt-rf,0.9919,0.019,52.546,0.0,0.955,1.029
FX Factor,-0.0028,0.005,-0.604,0.547,-0.012,0.006
