,coef,std err,t,P>|t|,[0.025,0.975]
const,-0.0367,0.066,-0.556,0.579,-0.167,0.093
mkt-rf,1.0047,0.011,95.248,0.0,0.984,1.025
FX Factor,0.0014,0.003,0.54,0.589,-0.004,0.007
