,coef,std err,t,P>|t|,[0.025,0.975]
const,0.1896,0.275,0.69,0.491,-0.351,0.731
mkt-rf,0.9831,0.024,40.853,0.0,0.936,1.031
FX Factor,-0.0071,0.01,-0.732,0.465,-0.026,0.012
