,coef,std err,t,P>|t|,[0.025,0.975]
const,-0.1327,0.103,-1.29,0.198,-0.335,0.07
mkt-rf,0.9929,0.017,59.04,0.0,0.96,1.026
FX Factor,0.0041,0.003,1.247,0.213,-0.002,0.011
