,coef,std err,t,P>|t|,[0.025,0.975]
const,-0.122,0.091,-1.34,0.182,-0.301,0.057
mkt-rf,1.0108,0.015,69.469,0.0,0.982,1.039
FX Factor,0.0045,0.004,1.253,0.211,-0.003,0.012
