,coef,std err,t,P>|t|,[0.025,0.975]
const,-0.2607,0.123,-2.113,0.036,-0.504,-0.018
mkt-rf,0.9734,0.011,90.032,0.0,0.952,0.995
FX Factor,0.0089,0.004,2.042,0.042,0.0,0.017
