,coef,std err,t,P>|t|,[0.025,0.975]
const,-0.0034,0.053,-0.064,0.949,-0.108,0.101
mkt-rf,1.0035,0.008,118.758,0.0,0.987,1.02
FX Factor,0.0003,0.002,0.128,0.898,-0.004,0.004
