,coef,std err,t,P>|t|,[0.025,0.975]
const,-0.1225,0.074,-1.659,0.099,-0.268,0.023
mkt-rf,1.0075,0.012,83.477,0.0,0.984,1.031
FX Factor,0.0041,0.002,1.734,0.084,-0.001,0.009
