,coef,std err,t,P>|t|,[0.025,0.975]
const,-0.0533,0.081,-0.66,0.51,-0.213,0.106
mkt-rf,0.9981,0.019,51.904,0.0,0.96,1.036
FX Factor,0.0018,0.003,0.587,0.558,-0.004,0.008
