,coef,std err,t,P>|t|,[0.025,0.975]
const,-0.139,0.103,-1.355,0.177,-0.341,0.063
mkt-rf,0.9766,0.009,108.598,0.0,0.959,0.994
FX Factor,0.0046,0.004,1.265,0.207,-0.003,0.012
