,coef,std err,t,P>|t|,[0.025,0.975]
const,0.0842,0.136,0.618,0.537,-0.184,0.353
mkt-rf,0.9774,0.032,30.154,0.0,0.914,1.041
FX Factor,-0.0032,0.005,-0.627,0.531,-0.013,0.007
