,coef,std err,t,P>|t|,[0.025,0.975]
const,0.029,0.087,0.333,0.739,-0.143,0.201
mkt-rf,1.0017,0.021,48.361,0.0,0.961,1.042
FX Factor,-0.001,0.003,-0.312,0.755,-0.007,0.005
