,coef,std err,t,P>|t|,[0.025,0.975]
const,-0.1565,0.193,-0.811,0.418,-0.537,0.224
mkt-rf,0.994,0.017,58.754,0.0,0.961,1.027
FX Factor,0.0055,0.007,0.803,0.422,-0.008,0.019
