,coef,std err,t,P>|t|,[0.025,0.975]
const,-0.0583,0.076,-0.771,0.442,-0.207,0.091
mkt-rf,1.0114,0.012,81.774,0.0,0.987,1.036
FX Factor,0.0021,0.002,0.874,0.383,-0.003,0.007
