,coef,std err,t,P>|t|,[0.025,0.975]
const,0.0712,0.07,1.017,0.31,-0.067,0.209
mkt-rf,0.9675,0.017,58.119,0.0,0.935,1.0
FX Factor,-0.0029,0.003,-1.13,0.259,-0.008,0.002
