,coef,std err,t,P>|t|,[0.025,0.975]
const,-0.031,0.147,-0.211,0.833,-0.32,0.259
mkt-rf,0.9892,0.013,76.797,0.0,0.964,1.015
FX Factor,0.0009,0.005,0.18,0.857,-0.009,0.011
