,coef,std err,t,P>|t|,[0.025,0.975]
const,-0.1792,0.103,-1.732,0.084,-0.383,0.025
mkt-rf,0.9946,0.009,109.741,0.0,0.977,1.012
FX Factor,0.0063,0.004,1.735,0.084,-0.001,0.014
