,coef,std err,t,P>|t|,[0.025,0.975]
const,0.0009,0.058,0.016,0.987,-0.113,0.115
mkt-rf,1.0033,0.014,72.626,0.0,0.976,1.031
FX Factor,-3.526e-06,0.002,-0.002,0.999,-0.004,0.004
