,coef,std err,t,P>|t|,[0.025,0.975]
const,-0.0089,0.105,-0.085,0.933,-0.215,0.198
mkt-rf,1.0096,0.025,40.502,0.0,0.961,1.059
FX Factor,0.0004,0.004,0.114,0.909,-0.007,0.008
