,coef,std err,t,P>|t|,[0.025,0.975]
const,-0.0952,0.145,-0.655,0.513,-0.382,0.191
mkt-rf,1.0151,0.023,43.691,0.0,0.969,1.061
FX Factor,0.0038,0.006,0.667,0.506,-0.007,0.015
