,coef,std err,t,P>|t|,[0.025,0.975]
const,-0.0033,0.131,-0.025,0.98,-0.26,0.254
mkt-rf,1.0006,0.021,46.911,0.0,0.959,1.043
FX Factor,9.829e-05,0.004,0.023,0.981,-0.008,0.008
