,coef,std err,t,P>|t|,[0.025,0.975]
const,0.0398,0.142,0.28,0.779,-0.239,0.319
mkt-rf,1.0001,0.012,80.503,0.0,0.976,1.025
FX Factor,-0.0015,0.005,-0.291,0.771,-0.011,0.008
