,coef,std err,t,P>|t|,[0.025,0.975]
const,0.0416,0.047,0.88,0.38,-0.052,0.135
mkt-rf,0.9927,0.008,131.252,0.0,0.978,1.008
FX Factor,-0.0017,0.002,-0.897,0.37,-0.005,0.002
