,coef,std err,t,P>|t|,[0.025,0.975]
const,-0.0784,0.285,-0.275,0.783,-0.639,0.483
mkt-rf,0.9636,0.025,38.616,0.0,0.914,1.013
FX Factor,0.0022,0.01,0.223,0.824,-0.018,0.022
