,coef,std err,t,P>|t|,[0.025,0.975]
const,0.0286,0.239,0.12,0.905,-0.442,0.499
mkt-rf,1.0215,0.057,17.985,0.0,0.91,1.133
FX Factor,-0.0004,0.009,-0.048,0.961,-0.018,0.017
