,coef,std err,t,P>|t|,[0.025,0.975]
const,0.0328,0.179,0.183,0.855,-0.321,0.386
mkt-rf,0.99,0.016,62.974,0.0,0.959,1.021
FX Factor,-0.0013,0.006,-0.212,0.832,-0.014,0.011
