,coef,std err,t,P>|t|,[0.025,0.975]
const,-0.3605,0.165,-2.18,0.03,-0.686,-0.035
mkt-rf,1.0101,0.027,37.378,0.0,0.957,1.063
FX Factor,0.012,0.005,2.242,0.026,0.001,0.022
