,coef,std err,t,P>|t|,[0.025,0.975]
const,0.0336,0.065,0.518,0.605,-0.094,0.161
mkt-rf,1.0024,0.011,94.606,0.0,0.982,1.023
FX Factor,-0.001,0.002,-0.487,0.627,-0.005,0.003
