,coef,std err,t,P>|t|,[0.025,0.975]
const,0.1107,0.131,0.846,0.398,-0.147,0.368
mkt-rf,0.9912,0.011,86.447,0.0,0.969,1.014
FX Factor,-0.0041,0.005,-0.883,0.378,-0.013,0.005
