,coef,std err,t,P>|t|,[0.025,0.975]
const,-0.1262,0.081,-1.561,0.12,-0.285,0.033
mkt-rf,1.0205,0.019,53.064,0.0,0.983,1.058
FX Factor,0.0046,0.003,1.531,0.127,-0.001,0.01
