,coef,std err,t,P>|t|,[0.025,0.975]
const,0.1288,0.123,1.051,0.295,-0.113,0.37
mkt-rf,0.9842,0.02,49.124,0.0,0.945,1.024
FX Factor,-0.0045,0.004,-1.127,0.261,-0.012,0.003
