,coef,std err,t,P>|t|,[0.025,0.975]
const,-0.0377,0.103,-0.366,0.715,-0.241,0.165
mkt-rf,1.017,0.025,41.507,0.0,0.969,1.065
FX Factor,0.0015,0.004,0.395,0.693,-0.006,0.009
