,coef,std err,t,P>|t|,[0.025,0.975]
const,-0.0671,0.059,-1.131,0.259,-0.184,0.05
mkt-rf,1.0106,0.009,106.577,0.0,0.992,1.029
FX Factor,0.0027,0.002,1.156,0.249,-0.002,0.007
