,coef,std err,t,P>|t|,[0.025,0.975]
const,-0.0682,0.104,-0.657,0.512,-0.273,0.136
mkt-rf,0.9736,0.017,57.394,0.0,0.94,1.007
FX Factor,0.0016,0.003,0.468,0.64,-0.005,0.008
