,coef,std err,t,P>|t|,[0.025,0.975]
const,0.0236,0.062,0.379,0.705,-0.099,0.146
mkt-rf,0.9835,0.015,66.367,0.0,0.954,1.013
FX Factor,-0.0011,0.002,-0.469,0.639,-0.006,0.003
