,coef,std err,t,P>|t|,[0.025,0.975]
const,-0.089,0.072,-1.243,0.215,-0.23,0.052
mkt-rf,1.0126,0.011,88.548,0.0,0.99,1.035
FX Factor,0.0035,0.003,1.231,0.219,-0.002,0.009
