,coef,std err,t,P>|t|,[0.025,0.975]
const,-0.0734,0.068,-1.076,0.283,-0.208,0.061
mkt-rf,1.0043,0.011,92.07,0.0,0.983,1.026
FX Factor,0.0025,0.003,0.941,0.348,-0.003,0.008
