,coef,std err,t,P>|t|,[0.025,0.975]
const,-0.0288,0.114,-0.252,0.801,-0.254,0.196
mkt-rf,1.0209,0.027,37.6,0.0,0.967,1.074
FX Factor,0.0013,0.004,0.298,0.766,-0.007,0.01
