,Date,market,rf,SMB,HML,Open,High,Low,Close,Adj Close,Volume,return,Daily_Return,mkt-rf,ER,abnormal_returns,const,(mkt-rf),(SMB),(HML),t-1~t CAR,t-2~t CAR,t-3~t CAR,t-3~t+1 CAR,t-3~t+2 CAR,t-3~t+3 CAR,t~t+1 CAR,t~t+2 CAR,t~t+3 CAR
0,2019-07-24,-0.0010504911956241,0.00675,-0.0223547606062919,0.071122265271362,20.049999237060547,20.25,20.049999237060547,20.100000381469727,18.111780166625977,294394,0.0050000190734863,0.0049999222102614,-0.0078004911956241,0.0030670347924921,-0.0019328874177693,,,,,,,,,,,0.0050945854092701,0.0155481948282129,0.0490320655577826
1,2019-07-25,0.0005166893518236,0.00674,0.1424325255229027,0.0515778478745566,20.200000762939453,20.799999237060547,20.100000381469727,20.549999237060547,18.51726722717285,946756,0.0223880023408196,0.0223880290516143,-0.0062233106481764,0.0294155018786537,0.0070274728270394,-0.0050000361439726,0.5067680635280583,0.0939225387103551,0.0479878339704927,0.005094585409270101,,,,,,0.0174810822459822,0.0509649529755519,0.0622554592594644
2,2019-07-26,-0.0045176706470294,0.0069,0.1441943646526901,-0.196937008768804,20.549999237060547,20.700000762939453,20.450000762939453,20.450000762939453,18.427160263061523,514744,-0.0048661059773059,-0.0048661048634164,-0.0114176706470294,0.0055875045555263,0.0104536094189428,-0.0052550598708609,0.4855167152843705,0.0946213894858312,0.0483204886794837,0.017481082245982202,0.0155481948282129,,,,,0.0439374801485125,0.055227986432425,0.0613060451983697
3,2019-07-29,-0.0005738166734628,0.00695,-0.0351153715849261,0.0094775805806401,20.5,20.549999237060547,20.25,20.25,18.246944427490234,440979,-0.0097799880429297,-0.0097799027630178,-0.0075238166734627,0.0237039679665518,0.0334838707295697,-0.0051876299857157,0.4877016200550941,0.0943015514252119,0.0482830329954686,0.0439374801485125,0.050964952975551904,0.049032065557782605,0.06032257184169511,0.0664006306076398,0.0750703909272553,0.0447743770134822,0.0508524357794269,0.0595221960990424
4,2019-07-30,-0.0050368763292828,0.00695,-0.104760780543247,-0.1321294022059579,20.39999961853028,20.450000762939453,20.100000381469727,20.14999961853028,18.15683364868164,338972,-0.0049382904429494,-0.0049384037511965,-0.0119868763292828,0.0063521025327159,0.0112905062839125,-0.0051907984606024,0.4877238003323125,0.0943212963717287,0.0482920730525134,0.044774377013482206,0.055227986432425005,0.06225545925946441,0.0683335180254091,0.0770032783450246,0.1280251997788484,0.0173685650498572,0.0260383253694727,0.0770602468032965
5,2019-07-31,-0.0006546842881721,0.0069,0.0335917842069464,-0.0224816261318719,20.25,20.39999961853028,20.100000381469727,20.100000381469727,18.111780166625977,158926,-0.0024813517621393,-0.0024813512602146,-0.0075546842881721,0.0035967075057301,0.0060780587659447,-0.0051833942976709,0.4913394633469995,0.0942972224847755,0.0480985466750729,0.0173685650498572,0.050852435779426906,0.061306045198369706,0.06997580551798521,0.12099772695180902,0.15598085183657281,0.0147478190855602,0.065769740519384,0.1007528654041478
6,2019-08-01,-0.0085052836262937,0.0069999999999999,0.0483849726067363,-0.1301681201697755,20.100000381469727,20.25,20.0,20.0,18.02167320251465,299256,-0.0049751432622815,-0.0049750473604668,-0.0155052836262936,0.0036947129591486,0.0086697603196155,-0.004846017979488,0.5188260022017339,0.0927989552500359,0.0467973939563788,0.0147478190855602,0.0260383253694727,0.059522196099042406,0.1105441175328662,0.14552724241763002,0.09334850569239801,0.0596916817534393,0.0946748066382031,0.0424960699129711
7,2019-08-02,-0.0170251786463065,0.0069999999999999,-0.0457561666734706,-0.307136606683719,20.0,20.0,19.39999961853028,19.39999961853028,17.481021881103516,747557,-0.0300000190734863,-0.0300000624434635,-0.0240251786463065,0.0210218589903603,0.0510219214338238,-0.0047791743686019,0.521917656713294,0.0933836895771879,0.0467189241352265,0.0596916817534393,0.065769740519384,0.0770602468032965,0.1120433716880603,0.0598646349628283,0.059380530212200605,0.0860050463185876,0.0338263095933556,0.0333422048427279
8,2019-08-05,-0.0119091293944567,0.0068,0.1112275894811173,-0.2999311623289139,19.299999237060547,19.600000381469727,18.89999961853028,18.950000762939453,17.075536727905273,582437,-0.0231958177546042,-0.0231957351209862,-0.0187091293944567,0.0117873897637775,0.0349831248847638,-0.0047790999764493,0.5202457759758843,0.0932558703567593,0.0467117664798911,0.0860050463185876,0.0946748066382031,0.1007528654041478,0.04857412867891579,0.048090023928288095,0.0444207324639965,-0.0171956118404682,-0.0176797165910959,-0.0213490080553875
9,2019-08-06,-0.0027495949809492,0.0069,-0.1088388500305653,0.1124235625082555,18.850000381469727,19.950000762939453,18.600000381469727,19.89999961853028,17.931564331054688,1316434,0.0501318637120445,0.0501318123576444,-0.0096495949809492,-0.0020469243675876,-0.052178736725232,-0.0048131120796961,0.5260685493488761,0.0932629589260204,0.0461051569656744,-0.0171956118404682,0.0338263095933556,0.0424960699129711,0.0420119651623434,0.038342673698051805,-0.003585174662274593,-0.0526628414758597,-0.0563321329401513,-0.0982599813004777
10,2019-08-07,-0.0008244847158421,0.00675,0.0066907187882801,0.0669654325880532,20.200000762939453,20.75,20.0,20.350000381469727,18.33705139160156,2873579,0.0226131040987772,0.0226130332558118,-0.0075744847158421,0.0221289285051841,-0.0004841047506277,-0.0049387281943102,0.5174328582143346,0.0941215539314788,0.0464297880616059,-0.0526628414758597,-0.017679716591095903,0.0333422048427279,0.029672913378436302,-0.012254934981890096,0.015927859836680606,-0.0041533962149192,-0.0460812445752457,-0.0178984497566749
11,2019-08-08,0.0104283336254382,0.00665,-0.036874339682887,0.4154995699572797,20.450000762939453,20.700000762939453,20.350000381469727,20.549999237060547,18.51726722717285,517666,0.0098279534074571,0.0098279615256917,0.0037783336254381,0.0061586700614001,-0.0036692914642916,-0.0047065937040346,0.5357316235314227,0.0929080748461322,0.0454680567611631,-0.0041533962149192995,-0.0563321329401513,-0.021349008055387503,-0.0632768564157139,-0.0350940615971432,-0.011118542450676998,-0.0455971398246179,-0.0174143450060472,0.0065611741404189
12,2019-08-12,-0.0021087144128271,0.0066,0.1784100904950459,-0.0582709112006545,20.64999961853028,21.350000381469727,20.350000381469727,21.350000381469727,19.238136291503903,1849242,0.0389294975236024,0.0389295599338344,-0.0087087144128271,-0.002998288426492,-0.0419278483603264,-0.0047326402007432,0.526353764809034,0.092939330302428,0.0457342099972343,-0.045597139824617994,-0.0460812445752457,-0.0982599813004777,-0.070077186481907,-0.0461016673354408,-0.07033940815801079,-0.0137450535417556,0.0102304656047105,-0.0140072752178594
13,2019-08-13,-0.0104752120467409,0.0064,0.0780205117031939,-0.264458791450158,21.39999961853028,21.75,21.0,21.0,18.92275619506836,2995631,-0.0163934601974762,-0.0163934848811121,-0.0168752120467409,0.0117893099374585,0.0281827948185707,-0.0048101218609723,0.5123934512363442,0.0946981122985757,0.0467652407772193,-0.013745053541755696,-0.017414345006047292,-0.017898449756674997,0.006077069389791204,-0.018160671432778795,-0.022735628991035196,0.0521583139650369,0.0279205731424669,0.0233456155842105
14,2019-08-14,0.0062793058460721,0.0065,-0.0215576761886129,0.2557314448540548,21.100000381469727,21.350000381469727,20.700000762939453,20.700000762939453,18.65243148803711,1157050,-0.0142856779552641,-0.0142856941264033,-0.0002206941539279,0.0096898250200629,0.0239755191464662,-0.0048553373458595,0.5117399480197554,0.0943436750517874,0.0468037339022798,0.0521583139650369,0.010230465604710505,0.006561174140418909,-0.01767656668215109,-0.02225152424040749,-0.00319980571250399,-0.0002622216761037,-0.0048371792343601,0.0142145392935433
15,2019-08-15,-0.0096474094951899,0.0063,0.0203149925298604,-0.0967484073579167,20.5,21.39999961853028,20.25,21.39999961853028,19.28318977355957,1605784,0.0338163685889361,0.0338164107948608,-0.0159474094951899,0.0095786699722908,-0.02423774082257,-0.0049161997348944,0.5097819798535688,0.094721153553019,0.0470127693090151,-0.00026222167610379793,0.027920573142466903,-0.014007275217859494,-0.018582232776115894,0.0004694857517876065,0.011709096521821007,-0.0288126983808264,-0.0097609798529228,0.0014786309171105
16,2019-08-16,0.0090789761229831,0.0064,-0.0581132301114788,0.1276678476615936,21.549999237060547,21.850000381469727,21.5,21.64999961853028,19.50846099853516,4542491,0.0116822431988982,0.0116822593990375,0.0026789761229831,0.0071073018407811,-0.0045749575582564,-0.0046178933616954,0.524605447739914,0.0911090917218916,0.0449599818488329,-0.0288126983808264,-0.0048371792343601975,0.023345615584210503,0.04239733411211401,0.05363694488214741,0.0639033089519293,0.0144767609696471,0.0257163717396805,0.0359827358094624
