,Date,market,rf,SMB,HML,Open,High,Low,Close,Adj Close,Volume,return,Daily_Return,mkt-rf,ER,abnormal_returns,const,(mkt-rf),(SMB),(HML),t-1~t CAR,t-2~t CAR,t-3~t CAR,t-3~t+1 CAR,t-3~t+2 CAR,t-3~t+3 CAR,t~t+1 CAR,t~t+2 CAR,t~t+3 CAR
0,2019-07-24,-0.0010504911956241,0.00675,-0.0223547606062919,0.071122265271362,87.5,90.0,86.9000015258789,88.5,78.88128662109375,3079817,0.0195852176091341,0.0195852817453301,-0.0078004911956241,0.0046829185037985,-0.0149023632415316,,,,,,,,,,,0.0267486707688065,0.0033096794801526,0.0033349426294242
1,2019-07-25,0.0005166893518236,0.00674,0.1424325255229027,0.0515778478745566,88.5,89.19999694824219,86.5,86.5,77.0986557006836,1645848,-0.0225988700564971,-0.0225989077608865,-0.0062233106481764,0.0190521262494515,0.0416510340103381,-0.0024872366312209,0.3721010801382799,0.0487012015998029,0.0194701277394589,0.0267486707688065,,,,,,0.0182120427216842,0.0182373058709558,0.0380488671514499
2,2019-07-26,-0.0045176706470294,0.0069,0.1441943646526901,-0.196937008768804,86.5,89.80000305175781,86.30000305175781,89.0,79.32694244384766,2889403,0.0289017341040462,0.0289017587001105,-0.0114176706470294,0.0054627674114566,-0.0234389912886539,-0.0019003405287444,0.4210076411425301,0.0470929089074167,0.0187045764138652,0.018212042721684203,0.003309679480152601,,,,,-0.0234137281393822,-0.0036021668588881,-0.0115859336203474
3,2019-07-29,-0.0005738166734628,0.00695,-0.0351153715849261,0.0094775805806401,89.0999984741211,91.8000030517578,88.0,90.4000015258789,80.57477569580078,2614124,0.0157303542233584,0.0157302577599838,-0.0075238166734627,0.0157555209092554,2.526314927163778e-05,-0.0017373853243723,0.4262878162856507,0.0463199685943497,0.0186140587060203,-0.02341372813938226,0.01823730587095584,0.003334942629424239,0.023146503909918337,0.015162737148459038,0.02151279567854974,0.0198368244297657,0.0118530576683064,0.0182031161983971
4,2019-07-30,-0.0050368763292828,0.00695,-0.104760780543247,-0.1321294022059579,90.4000015258789,90.4000015258789,87.0,89.0999984741211,79.41606903076172,2556297,-0.0143805644891019,-0.0143805136909546,-0.0119868763292828,0.0054310475895395,0.0198115612804941,-0.0015732819128253,0.4251390430459831,0.0452973273552615,0.0181458510494501,0.019836824429765736,-0.0036021668588881624,0.038048867151449936,0.030065100389990634,0.036415158920081334,0.045095719020681234,0.0118277945190347,0.0181778530491255,0.0268584131497254
5,2019-07-31,-0.0006546842881721,0.0069,0.0335917842069464,-0.0224816261318719,89.30000305175781,90.8000030517578,88.30000305175781,90.1999969482422,80.39651489257812,2017249,0.0123456620983061,0.012345686128542,-0.0075546842881721,0.0043619193670826,-0.0079837667614593,-0.0015768326393268,0.4234051224657347,0.0453088721833791,0.0182386581963832,0.011827794519034799,0.011853057668306436,-0.011585933620347462,-0.005235875090256762,0.003444685010343138,0.06600509971596794,-0.0016337082313685,0.0070468518692313,0.0696072665748561
6,2019-08-01,-0.0085052836262937,0.0069999999999999,0.0483849726067363,-0.1301681201697755,89.80000305175781,91.3000030517578,89.30000305175781,90.0,80.21824645996094,1617313,-0.0022172611420036,-0.002217365178769,-0.0155052836262936,0.0041326933513217,0.0063500585300907,-0.0013560864527783,0.4413896350310423,0.0443285521055486,0.0173873106497747,-0.0016337082313685998,0.0181778530491255,0.018203116198397137,0.026883676298997038,0.08944409100462183,0.03651587333343394,0.0150306186306906,0.0775910333363154,0.0246628156651275
7,2019-08-02,-0.0170251786463065,0.0069999999999999,-0.0457561666734706,-0.307136606683719,88.80000305175781,90.6999969482422,88.19999694824219,90.5,80.66390991210938,1642842,0.0055555555555555,0.0055556369257072,-0.0240251786463065,0.0142361970263072,0.0086805601005999,-0.0015154225995547,0.4340200104625111,0.0429347118665004,0.0175743603733741,0.0150306186306906,0.0070468518692313005,0.0268584131497254,0.0894188278553502,0.0364906101841623,0.0491956961780447,0.0712409748062247,0.0183127571350368,0.0310178431289192
8,2019-08-05,-0.0119091293944567,0.0068,0.1112275894811173,-0.2999311623289139,90.8000030517578,94.1999969482422,85.0999984741211,85.4000015258789,76.11820983886719,8260359,-0.0563535742996805,-0.0563535796640051,-0.0187091293944567,0.0062068350416196,0.0625604147056248,-0.001514344466135,0.4097901631755311,0.0410822829688953,0.0174706275580915,0.07124097480622471,0.0775910333363154,0.06960726657485611,0.01667904890366821,0.02938413489755061,0.03634724672373841,0.0096321970344369,0.0223372830283193,0.0293003948545071
9,2019-08-06,-0.0027495949809492,0.0069,-0.1088388500305653,0.1124235625082555,83.0,90.5,82.19999694824219,90.1999969482422,80.39651489257812,4828082,0.0562060343864131,0.0562060650502367,-0.0096495949809492,0.0032778473790488,-0.0529282176711879,-0.0013823153709552,0.3871871652281601,0.0410547663705001,0.0198253806502008,0.009632197034436907,0.018312757135036814,0.0246628156651275,0.0373679016590099,0.0443310134851977,0.044473972381632296,-0.0402231316773055,-0.0332600198511177,-0.0331170609546831
