,coef,std err,t,P>|t|,[0.025,0.975]
const,-0.0248,0.047,-0.529,0.597,-0.117,0.068
mkt-rf,0.9953,0.008,129.617,0.0,0.98,1.01
FX Factor,0.0007,0.002,0.441,0.659,-0.002,0.004
