,coef,std err,t,P>|t|,[0.025,0.975]
const,-0.0824,0.097,-0.849,0.397,-0.274,0.109
mkt-rf,0.9866,0.009,115.994,0.0,0.97,1.003
FX Factor,0.0027,0.003,0.792,0.429,-0.004,0.009
