,coef,std err,t,P>|t|,[0.025,0.975]
const,0.0344,0.099,0.348,0.728,-0.16,0.229
mkt-rf,0.9918,0.016,61.432,0.0,0.96,1.024
FX Factor,-0.0014,0.003,-0.432,0.666,-0.008,0.005
