,coef,std err,t,P>|t|,[0.025,0.975]
const,0.0013,0.241,0.006,0.996,-0.473,0.476
mkt-rf,0.9639,0.021,45.669,0.0,0.922,1.005
FX Factor,-0.0006,0.009,-0.068,0.946,-0.017,0.016
