,coef,std err,t,P>|t|,[0.025,0.975]
const,-0.2319,0.254,-0.913,0.362,-0.733,0.269
mkt-rf,1.0187,0.022,45.73,0.0,0.975,1.063
FX Factor,0.0087,0.009,0.966,0.335,-0.009,0.026
