,coef,std err,t,P>|t|,[0.025,0.975]
const,-0.0745,0.074,-1.013,0.312,-0.219,0.07
mkt-rf,1.0103,0.012,85.948,0.0,0.987,1.034
FX Factor,0.0029,0.003,1.007,0.315,-0.003,0.009
