,coef,std err,t,P>|t|,[0.025,0.975]
const,0.2866,0.122,2.353,0.019,0.047,0.526
mkt-rf,1.0114,0.011,94.767,0.0,0.99,1.032
FX Factor,-0.0101,0.004,-2.354,0.019,-0.019,-0.002
