,coef,std err,t,P>|t|,[0.025,0.975]
const,-0.0869,0.12,-0.727,0.468,-0.322,0.149
mkt-rf,1.0389,0.028,36.521,0.0,0.983,1.095
FX Factor,0.0034,0.004,0.78,0.436,-0.005,0.012
