,coef,std err,t,P>|t|,[0.025,0.975]
const,0.0557,0.11,0.506,0.613,-0.161,0.273
mkt-rf,1.0226,0.018,56.788,0.0,0.987,1.058
FX Factor,-0.0013,0.004,-0.363,0.717,-0.008,0.006
