,coef,std err,t,P>|t|,[0.025,0.975]
const,0.0787,0.075,1.044,0.298,-0.07,0.227
mkt-rf,0.98,0.012,81.314,0.0,0.956,1.004
FX Factor,-0.0035,0.003,-1.174,0.242,-0.009,0.002
