,coef,std err,t,P>|t|,[0.025,0.975]
const,-0.0927,0.131,-0.707,0.48,-0.351,0.165
mkt-rf,1.0169,0.021,47.492,0.0,0.975,1.059
FX Factor,0.0035,0.004,0.825,0.41,-0.005,0.012
