,coef,std err,t,P>|t|,[0.025,0.975]
const,-0.1955,0.132,-1.485,0.139,-0.455,0.064
mkt-rf,1.0417,0.031,33.262,0.0,0.98,1.103
FX Factor,0.0072,0.005,1.485,0.139,-0.002,0.017
