,coef,std err,t,P>|t|,[0.025,0.975]
const,-0.0412,0.057,-0.723,0.47,-0.153,0.071
mkt-rf,1.0035,0.009,110.186,0.0,0.986,1.021
FX Factor,0.0015,0.002,0.659,0.511,-0.003,0.006
