,coef,std err,t,P>|t|,[0.025,0.975]
const,0.1148,0.215,0.534,0.594,-0.309,0.538
mkt-rf,0.997,0.019,52.919,0.0,0.96,1.034
FX Factor,-0.0042,0.008,-0.548,0.584,-0.019,0.011
