,coef,std err,t,P>|t|,[0.025,0.975]
const,-0.0117,0.048,-0.246,0.806,-0.106,0.082
mkt-rf,1.0013,0.008,131.407,0.0,0.986,1.016
FX Factor,0.0005,0.002,0.255,0.799,-0.003,0.004
