,coef,std err,t,P>|t|,[0.025,0.975]
const,-0.1585,0.31,-0.511,0.61,-0.77,0.453
mkt-rf,0.9514,0.027,34.967,0.0,0.898,1.005
FX Factor,0.0051,0.011,0.463,0.644,-0.017,0.027
