,coef,std err,t,P>|t|,[0.025,0.975]
const,0.2691,0.132,2.034,0.043,0.008,0.53
mkt-rf,0.9599,0.021,45.393,0.0,0.918,1.002
FX Factor,-0.0105,0.005,-2.008,0.046,-0.021,-0.0
