,coef,std err,t,P>|t|,[0.025,0.975]
const,-0.017,0.062,-0.275,0.783,-0.139,0.105
mkt-rf,1.0006,0.01,101.354,0.0,0.981,1.02
FX Factor,0.0007,0.002,0.266,0.79,-0.004,0.005
