,coef,std err,t,P>|t|,[0.025,0.975]
const,-0.0092,0.116,-0.08,0.937,-0.237,0.219
mkt-rf,0.9889,0.01,97.393,0.0,0.969,1.009
FX Factor,0.0001,0.004,0.033,0.974,-0.008,0.008
