,coef,std err,t,P>|t|,[0.025,0.975]
const,0.0294,0.122,0.241,0.81,-0.212,0.27
mkt-rf,0.9857,0.02,49.304,0.0,0.946,1.025
FX Factor,-0.0014,0.004,-0.351,0.726,-0.009,0.006
