,coef,std err,t,P>|t|,[0.025,0.975]
const,-0.0974,0.161,-0.604,0.547,-0.415,0.221
mkt-rf,1.0432,0.038,27.166,0.0,0.968,1.119
FX Factor,0.0039,0.006,0.659,0.511,-0.008,0.016
